State;Up;Down;Left;Right;Stay
13,18|2,16;0;-0.5270136;-0.45;0;0
12,18|2,17;0.6;0;0;1.314;0
13,18|3,17;0.6;0;-0.1695942;0.91914;-0.0531
13,18|4,17;0.6;-0.45;0;0.67695;0
13,19|5,17;-0.255;-0.432;0;1.02;0.2141901
13,19|6,17;-0.09414972;-1.13985;-0.603;1.747852;-0.3285
13,18|7,17;0;-0.2827746;-0.4194;1.055398;0.199086
13,18|8,17;1.93926;-0.1344078;-0.45;1.486962;0
12,18|9,17;0;0;-0.45;1.314;-0.2244
13,18|10,17;0.6;-0.603;-0.45;0;0.0254058
12,18|10,18;0.618;1.285529;-0.9855;2.252695;0.762432
13,18|11,18;1.821934;-0.3477219;-0.765;2.589179;-0.15
13,19|12,18;0.3150452;-0.765;-0.765;1.759366;0.5348689
13,19|12,19;-0.3285;1.580598;-1.323527;3.686503;-0.4858762
13,19|13,19;0;0;0;0;0
9,15|6,2;0.6;0;0;0;0
9,16|6,3;0;0;0;0;-0.15
9,16|6,4;0.6;0;0;0;0
9,17|6,5;0;0;0;0;-0.15
9,17|6,6;0;0;0;1.02;0
10,17|5,6;0.6;0;0;0;-0.255
10,17|5,7;0;0;0;0.762;-0.15
10,17|5,8;0;0;0;0;-0.15
10,17|5,9;0;0;0;0.6;0
11,17|5,10;0;0;0;0.6;-0.15
12,17|5,11;1.02;0;-0.747;0;0
12,18|4,11;0.6;-0.43146;0;0.762;-0.15
12,18|3,11;0;-0.288;-0.603;1.791946;0
11,18|2,11;1.74654;-0.45;-0.45;2.202306;-0.13146
11,17|1,11;1.37964;0;-0.45;0;0
11,18|0,11;1.139136;0;0.02450608;1.702662;0.9259781
12,18|0,12;1.2954;-0.2324502;-0.7344;1.321826;0
11,18|0,13;1.563;-0.9855;-0.45;1.51974;-0.093
11,17|1,13;0.6;0;0;0;-0.15
11,17|1,14;0;-0.59814;-0.1746;0.6;0
11,16|2,14;0.618;0;-0.5164779;0;0
10,16|3,14;0.6;0;0;0;-0.15
10,17|3,15;1.597662;-0.45;0;0.6;0.04270772
11,17|3,16;0.618;0;0;0.6;0
12,17|4,16;1.648719;0;0;0.6;0
13,17|5,16;1.507116;-0.178569;-0.432;0;-0.04926
13,17|5,17;0.6;-0.45;-0.3956576;0;0
12,17|6,17;0;1.367935;-0.59814;0.9711906;0.571843
11,17|8,17;1.51974;0.9204522;-0.161874;0.6;0
11,18|9,17;0;0.0395774;0.1811113;2.128588;-0.255
11,18|9,18;0.7668601;0.2068784;-0.765;3.098482;0
12,18|11,18;1.036634;1.034715;-1.13985;3.12553;-0.37995
1,8|17,12;0;0;0;0;-0.15
1,8|16,12;0;0;0;0;-0.15
1,8|15,12;0;0.6;0;0;0
1,7|15,13;-0.45;0;0.6;-0.45;0
1,8|14,13;-0.45;0;0;-0.48474;0
2,8|13,13;-0.45;0;1.903918;0;0
1,8|12,13;-0.45;2.37215;0;0;0
1,7|11,13;-0.5967;0;1.02;-0.45;0
0,7|10,13;-0.603;0.6;0;-0.45;0
1,7|9,13;-0.45;0;0;0.05334301;0
1,8|8,13;0;0.762;0;-0.765;0
2,8|7,13;-0.45;0.762;0.9509009;-0.45;-0.15
2,9|6,13;-0.4381391;1.02;0.6;0;-0.15
2,9|5,13;0.2749997;0.6;0.6;-0.1344078;0.3268014
2,8|4,13;-0.721638;0;2.271034;0;0
2,9|3,13;-0.2126656;0.8754;2.040925;2.499537;0.3476028
3,9|2,13;0.06280002;1.526366;0.04167878;3.712259;-0.15
3,10|1,13;-0.07999201;1.56427;0.3057235;2.650922;-0.11886
3,9|0,13;-0.647775;1.456234;-0.3602442;1.992715;-0.255
3,10|0,12;0.007618857;2.018663;0.08608483;1.859017;-0.237
3,11|0,11;0.1768783;2.64437;-0.5047148;1.602;0.7591984
3,11|1,11;0.1892872;0.3559155;0;2.555529;0.5042573
3,11|2,11;-0.15;-0.1212;-1.247895;2.262895;-0.255
2,11|2,11;0;0;0;0;0
12,9|19,13;0;0;0.6;0;0
11,9|18,13;-0.15;0;0;0;0
11,9|17,13;0;0;1.02;0;-0.15
11,9|16,13;-0.15;1.02;0.9745408;0;-0.15
11,9|15,13;0.4578051;1.182;0.6;-0.765;-0.1194
12,9|14,13;0;0.91914;0;-0.765;-0.15
12,9|13,13;-0.15;0.6;0.762;-0.45;0
12,9|12,13;0;0;0.6311401;0.6;0
13,9|12,12;0;0;-0.603;0;0
12,9|12,11;-0.01864201;0;-0.45;0.6;0.328344
12,9|11,11;0.2344057;0.6;0;2.399016;0.1338
12,8|10,11;0;0.6;0;1.137469;0
12,7|9,11;-0.7215435;1.392874;-0.132;0;0
12,6|8,11;0.1256264;0.6;-0.04807801;1.97499;0.6743897
12,5|8,10;0;0;-0.1746;1.793385;-0.12597
13,5|8,9;-0.8190931;-0.255;-1.076936;-0.37995;-0.5737625
13,5|9,9;-0.45;-0.3285;-0.963675;-0.5211027;-0.3285
13,5|10,9;-0.603;-0.4726286;-0.6856259;-0.5199925;-0.348345
13,5|10,8;-0.5212021;-0.5456544;-0.06067725;-0.6248588;-0.6314729
13,5|11,8;-0.06183031;-0.3816112;-0.03495364;-0.46539;-0.37995
13,5|12,8;-0.3329537;-0.4214252;0.4174421;-0.1953351;-0.3528972
13,6|12,7;-0.45;1.663803;-0.45;0.8498374;1.605352
12,6|12,6;0;0;0;0;0
7,10|9,16;-0.9855;0;0;0;-0.15
7,11|8,16;0;0.60324;0;-0.288;-0.255
7,11|8,15;-0.45;0.762;0;0;-0.15
7,12|7,15;-0.746082;0;0.1161906;0;0
7,13|6,15;-0.237;1.31682;-0.45;0.762;-0.15
7,13|5,15;-0.255;1.18686;-0.44964;0.6;0.007225845
7,13|5,14;0.1289154;0.9712068;-0.1702188;0;0
6,13|5,13;-0.15;-0.37995;-0.9855;2.737496;-0.3285
7,12|7,13;-0.45;2.461869;-0.4858762;0.2990786;-0.255
7,12|7,12;0;0;0;0;0
5,17|1,6;0.762;0;0;0.6;0
6,17|1,7;0;0;0;0.6;0
7,17|1,8;0.6;0;0;0;0
7,18|1,9;0;0;-0.45;0.6;0
6,18|1,10;0.6;0;0;0;0
6,19|1,11;-0.1019488;0.0497673;-0.02540678;0.6381947;0.1699558
7,19|0,12;-0.1381472;-0.45;-0.6425817;1.925946;0.6642113
8,19|0,14;-0.1665;-0.45;0;0;-0.21795
8,18|1,14;0;-0.7101;-0.5904;0;-0.15
8,17|1,15;1.02;-0.28314;-0.6516;0;0
8,18|2,15;0;-0.288;-0.45;0;0
7,18|3,15;1.761124;-0.45;-0.45;0;0
7,17|4,15;0.6;-0.08355601;-0.24426;1.485239;0.1617549
7,18|5,15;1.943826;-0.45;-0.43146;0.6;0.2166786
8,19|5,17;0.25608;-0.432;-0.45;1.326574;0
8,19|6,17;0.3203166;-0.5726804;-0.1666192;1.892889;0
9,19|6,18;-0.255;-0.733482;-0.3242006;2.901066;-0.255
9,19|7,18;-0.2085372;-0.4021946;-0.41058;3.143676;0.155782
9,19|8,18;0.5698518;-0.765;-1.13985;2.616882;-0.15
9,18|9,18;0;0;0;0;0
18,2|18,6;-0.765;2.450872;0.6;0.46446;0.1220748
18,3|18,5;-0.45;0.978641;-0.28314;1.343208;0.5472878
18,3|18,4;-1.247895;2.260777;0.01362659;1.461385;-0.37995
18,2|18,3;-0.9855;2.705867;0.8247546;-0.1741496;-0.4411755
18,3|18,3;0;0;0;0;0
6,6|14,16;-0.15;0;0;0;0
6,6|13,16;0;0;0;0;-0.15
6,6|12,16;-0.15;0;0;0;0
6,6|11,16;-0.255;0;0;0;0.012
6,6|10,16;-0.15;0;0.6;-0.45;0
6,6|10,15;-0.15;0;0;-0.45;0
7,6|9,15;0;0.6;0.762;0;0
7,5|8,15;-0.4887252;0;0;0.6;-0.15
7,6|7,15;-0.15;1.02324;0;0;-0.04926
7,5|6,15;-0.45;0;-0.55296;0;0.0204
7,6|5,15;0.2053907;0.6;-0.45;1.2954;-0.15
6,6|5,14;-0.15;1.520706;0;0;0.012
6,6|5,13;-0.15;0.6;-0.4834278;0;-0.15
6,5|4,13;-0.3148935;0;0.007666192;0.762;-0.15
6,5|3,13;-0.747;0;0;1.638698;0.01685999
6,6|2,13;0.16914;1.64574;-0.48474;0.6;0.309756
5,6|1,13;-0.45;1.038;0;0.8754;0.3098694
5,7|0,13;0.9779754;1.02;-0.45;0;0.5362988
5,6|0,12;-0.08320341;1.049215;-0.28143;0;0.2413842
5,7|0,11;-0.4896;2.105236;-0.8721;0.1063845;0.3153138
5,8|0,10;-0.39762;1.476;0;0;0.012
5,7|1,10;0;1.593156;-0.9855;-0.2255365;-0.08584446
4,7|2,10;0;0.8788021;0;0;-0.15
4,7|2,9;-0.4103154;0;-0.6179458;0;0.5408182
4,8|3,9;0;1.5894;0;2.025492;0.69306
4,7|4,9;0;0;-0.45;0;-0.132
3,7|3,9;0;1.563459;-0.1746;2.247876;0
4,7|3,8;0;0.6;-0.765;1.71252;0.3333765
4,7|4,8;-1.247895;1.435085;0.618;0.006984374;-0.255
4,8|4,8;0;0;0;0;0
2,18|15,6;0;-0.45;0;0;0
2,17|15,7;1.0506;0;0;0;0
2,18|15,8;1.02;0;0;-0.45;0
2,19|15,9;-0.15;0;0;-0.45;0
3,19|15,10;-0.15;-0.288;1.02;0;0
3,19|15,11;0.01606344;0;0;0;-0.255
3,19|15,12;0.1553298;-0.45;1.315077;-0.45;0.1888807
3,19|15,13;-0.255;-0.100242;2.310499;0;-0.15
3,19|14,13;0;-0.765;0;-0.431082;-0.093
3,18|13,13;1.17282;-0.5180697;0;0;0.08426999
3,18|12,13;1.3446;0;1.22574;-0.45;-0.15
3,19|11,13;0.4411345;0;0.6;-0.09522001;-0.23646
2,19|10,13;-0.15;-0.127458;1.476;-0.45;1.221191
2,19|9,13;-0.15;0.08077964;2.873951;-0.3033474;-0.093
2,19|8,13;-0.15;-0.693018;1.850625;0;0.4716106
2,19|7,13;0.5990751;0.1857384;2.636603;-0.29682;-0.15
2,19|6,13;0.214962;-0.24426;2.05266;-0.2332447;-0.3285
2,19|5,13;-0.218874;-0.6803227;2.264046;-0.4746388;-0.04691189
3,19|5,14;-0.21309;-0.47358;1.892078;-0.45;0
3,19|5,15;-0.15;0;1.02;-0.45;0
4,19|5,16;-0.255;-0.288;0;-0.1417468;0.29844
4,19|5,17;0.2064327;-0.3474066;1.798602;-0.45;0
3,19|4,17;-0.15;0.4615141;2.384507;-0.3447431;0
3,19|4,18;-0.3409823;-1.13985;1.645111;-0.765;-0.255
3,19|3,18;-0.37995;-1.376469;-0.3841563;0.5902617;-0.4588228
3,18|3,18;0;0;0;0;-0.15
6,16|4,7;0;0;0;0.6;0
7,16|4,8;1.2954;0;0;0;0
7,16|4,10;0;-0.45;0;0;0.012
7,15|4,11;1.795772;-0.15;-0.45;0;0
6,15|3,11;2.285725;0;0;0;-0.132
6,16|2,11;0.9545128;0;0;3.223767;0
7,16|1,11;2.465221;-0.45;-0.7323293;1.5894;0.06754982
8,16|0,11;0.6;-0.45;-0.9319194;1.02;0
8,17|0,12;0;0;-0.72504;0.8802601;0
7,17|0,13;1.345243;0;-0.765;1.332;0
8,17|1,13;0;-0.603;0;0;-0.15
8,16|1,14;0.6;0;0;0.6;-0.08814001
9,16|2,14;0;0;-0.5474502;0;-0.15
8,16|3,14;0.9204523;0;-0.45;0.8057401;0
7,16|4,14;0.7670909;0;0;0;-0.15
7,16|5,14;1.038;-0.28314;0.06229809;0.6;0.5308263
7,17|5,15;2.914391;-0.3103848;-0.569417;0.6185563;0.2135435
7,18|5,16;1.400376;-0.7329582;-0.45;3.251212;0.251922
8,18|6,16;1.831614;-0.2346239;-0.9675;2.129793;0
8,19|7,16;0.3257263;0;-0.765;2.112414;0.01642865
9,19|8,16;-0.15;-0.2862119;-0.45;1.2954;-0.15
8,19|8,17;-0.3285;-0.765;1.429106;0.8155356;0.01580548
9,5|8,10;-0.45;0.1254;-0.288;1.5198;-0.15
9,6|8,9;-0.1194;1.5894;-0.1603068;0;0
9,5|8,8;-0.288;0.0204;1.182;0;-0.15
9,5|9,8;-0.2839018;-0.132;1.2954;0;0
8,5|10,8;-0.5349294;0;1.798878;0;0
7,5|11,8;-0.45;0;1.795844;-0.3578379;0
7,6|12,8;0;0.6;1.476;-0.481338;-0.15
7,6|12,7;-0.15;0;0;-0.4483278;0
7,6|12,6;0;0.7360799;0.6;-0.45;-0.15
7,6|11,6;0;0;0.6;-0.701838;-0.15
8,6|10,6;-0.21558;0.5414347;1.945289;-0.765;0.3883452
8,6|9,6;-0.4411755;1.32195;2.258782;-0.9855;-0.15
8,6|8,6;0;0;0;0;0
2,11|14,16;-0.15;0;0;0;0.16914
2,11|13,16;0;1.5894;0;0;-0.15
2,10|12,16;-0.45;0.6;0.6;0;0
1,10|11,16;0;0;0;0;-0.15
1,10|10,16;-0.45;0;0;-0.45;0
1,11|9,16;-0.15;0.6;0;-0.45;0
2,11|8,16;0;0;1.68138;0;0
1,11|8,15;0.03785999;1.314;0.6;-0.46818;-0.15
1,11|7,15;0.3883338;1.038;0.6;0;0
1,10|6,15;0;0;1.02;-0.432;0
0,10|5,15;-0.603;0;0;-0.45;0
1,10|4,15;-0.45;1.02;1.2954;0;0
1,9|4,14;-0.45;0.6;0;0;0
1,10|3,14;-0.45;0.8788021;0;0;0
1,11|2,14;0;0.9599198;1.457856;-0.1576391;0
0,11|1,14;-0.45;1.621688;0;0;0.1407596
0,10|0,14;-0.45;1.760888;0;0;0.279138
0,11|0,13;-1.413528;1.753502;0.6129599;3.497428;0.08499167
0,12|0,12;0;0;0;0;0
0,4|19,8;0;0;0;-0.45;0
1,4|18,8;0;0;0;-0.45;0
2,4|17,8;-0.45;0;0;0;0
2,5|17,7;-0.45;0;0;0;0
2,6|17,6;0;0;0.6;0;0
1,6|16,6;1.2954;0;0;-0.45;0
2,6|15,6;0.6;0;0;-0.16974;0.02165954
2,6|15,5;1.025508;0;0.7628748;-0.3072957;-0.15
2,6|15,4;0;0;1.02;-0.43146;-0.15
2,6|15,3;0.61854;-0.25308;0;-0.7411148;0.3854988
2,6|15,2;0.6;-0.05221457;2.111394;-0.43146;0
1,6|15,1;1.476;-0.09522001;1.182;0;-0.15
1,7|14,1;0;-0.07069322;0.6;-0.45;-0.15
1,7|13,2;0;0;1.02;0;0
0,7|12,2;0;-0.432;0;0;-0.093
0,7|11,2;0.6;-0.765;-0.15;-0.765;0.012
1,7|10,2;1.2954;0;0;-0.45;0
2,7|9,2;0;0;0;-0.45;-0.15
3,7|8,2;0.6;-0.603;0.6;0;0
3,8|8,3;0;-0.603;1.364204;-0.288;0
3,7|7,3;0.6;-0.4592754;1.22574;-0.288;0
3,8|6,3;0;0;0;-0.432;-0.255
3,8|6,4;0;-0.45;1.80402;-0.747;0.03785999
2,8|5,4;0.6;0;0;-0.4566683;0
2,9|5,5;0;-0.346392;0;0;0
2,8|5,6;2.007294;-0.8109;0.6150498;-0.28314;-0.3105
2,7|4,6;1.182;-0.3493855;0;-0.45;0
3,7|3,6;1.858285;-0.45;0.6531414;1.635151;-0.37995
4,7|3,7;3.016028;0.6;-1.247895;1.989696;-0.15
5,7|4,7;1.840445;-0.3065493;-0.765;-0.4588229;-0.3285
5,8|4,8;-0.6402286;-0.4331683;-1.247895;-0.415965;-0.255
5,7|5,8;-0.765;1.620856;0.27651;-0.3285;0
5,8|5,8;0;0;0;0;0
3,1|4,8;0;0;0;-0.45;0
4,1|4,7;0;0;0.6;1.02;0
5,1|4,6;-0.4896;0;-0.45;0.618;-0.15
5,1|4,5;-0.45;0.6;-0.45;0.6;0
5,0|5,5;-0.06962401;0;0.3564024;0.248964;0.3282341
4,0|5,4;0;0;0.6;-0.45;0
3,0|5,3;-0.45;0;0.6;-0.45;0
4,0|5,2;-0.45;0;0.8754;0;-0.255
4,1|4,2;-0.9855;1.700109;0.2331839;0.6975039;-0.37995
4,0|4,1;-1.43947;-0.37995;-0.6243514;0.2643567;-0.37995
4,1|4,1;0;0;0;0;0
6,3|3,6;0;0;0;1.4886;0.01700579
7,3|4,6;-0.45;0;-0.43146;1.0506;0
7,4|5,6;0;0;-0.7050942;0;0
6,4|5,5;-0.765;0;0;1.382736;0.1980195
6,4|5,4;-0.7035995;-0.45;-0.765;1.07202;-0.255
6,4|6,4;0;0;0;0;0
1,16|14,17;-0.45;0;0;0;0
1,17|13,17;0.6;0;0.6;-0.288;0
0,17|12,17;1.02;0;0;0;0
0,18|11,17;0.6;-0.45;-0.15;-0.45;-0.15
0,17|10,17;0.7823879;0;-0.15;0;0
0,17|9,17;0.6;-0.288;0;0;0
0,18|8,17;0.6;-0.724905;0;-0.432;0.02628
0,17|7,17;-0.45;0.6;-0.132;-0.7101;0.30873
1,17|6,17;1.02;0.17574;0;0;0.1371858
1,18|5,17;0;-0.765;0;0;0.086358
1,17|4,17;1.182;-0.01199999;1.1946;0;0.012
1,16|3,17;0;0;0;-0.45;0
2,16|3,16;1.253766;0;1.15942;-0.45;-0.4411755
2,16|2,16;-0.45;0;0;0;0
18,9|1,5;0;0;0;0;-0.15
18,9|2,5;0.6;0;0;0;0
18,10|3,5;0.6;0;0;0;0
18,11|4,5;0.6;0;0;0;0
18,12|5,5;1.02;0;0;0;0
18,13|6,5;0;0;-0.765;0;0
17,13|7,5;0;-0.45;-0.45;0;0
17,12|8,5;1.038;0;-0.45;0;-0.15
17,13|9,5;0.6;-0.432;-0.45;0;-0.15
17,14|10,5;0;0;0;0;-0.15
17,14|11,5;0;0;-0.15;0;0
17,14|11,6;1.64952;0;-0.15;0;-0.15
17,14|12,6;0;-0.45;-0.15;0;0
17,14|12,7;0;0;0.012;0.6;0
18,14|12,8;2.126094;0;-0.45;0;0
18,15|12,9;1.476;-0.222462;0;0;-0.255
18,16|11,9;1.74654;0;-0.45;0;0
17,16|10,9;1.709355;0;0;0;0
17,17|9,9;0.762;0;-0.45;1.957787;0
18,17|8,9;2.64715;0;-0.45;0.6;-0.15
18,18|8,10;1.2954;-0.45;-0.45;1.6818;0
18,19|8,11;0;-0.74358;0;1.314;-0.15
18,19|9,11;-0.255;-0.288;0;0;0
18,19|10,11;0;-0.45;0;0;-0.3285
18,19|11,11;-0.15;-0.45;0;0;0
18,19|12,11;0;0;-0.45;0.6;-0.15
17,19|12,12;-0.15;-0.45;0;0;0
17,19|12,13;0.121974;-0.45;0.06722514;0.60036;0
17,19|13,13;-0.15;-0.45;-0.1104579;1.3962;-0.15
16,19|14,13;0.28747;-0.5124127;-0.45;2.42423;0.5540543
16,19|15,13;0;-0.7101;2.607609;1.758916;0
16,18|16,13;0.762;-0.06611159;1.538321;-0.03139201;0.4533164
15,18|17,13;1.919707;-0.4182408;0.6192351;-0.1928627;0.4460564
15,18|17,14;2.612675;0;2.901362;-0.415998;-0.241365
15,18|17,15;0.6;-0.6130065;2.203984;-0.733482;-0.15
15,18|16,15;1.5198;0;0.6;0.06394104;0.07001998
15,19|15,15;0;-0.7344;0.6;0;-0.15
15,18|15,16;1.864984;-0.9855;-0.471;0.6;0.01672344
15,19|15,17;0;-0.765;-0.1605546;0.956718;0.4107273
16,19|16,17;0.06146431;-0.9855;2.193437;0.7032436;0.3139646
17,19|17,17;0.002891891;-1.323527;1.729017;1.294679;0.7751725
17,18|17,18;0;0;0;0;0
12,3|6,18;0;0;-0.45;0;0
11,3|6,17;0;0.6;0;0;0
11,2|6,16;0;0;0;0.6;0
12,2|6,15;-0.45;0;0;0;0
12,3|5,15;-0.15;0.6;0;0;-0.15
12,3|5,14;0;0;0;0.6;0.06029999
12,3|5,13;-0.15;1.02;0;0.6;0
12,3|6,13;0;0;-0.45;0.6;0
13,3|7,13;-0.15;0.6;-0.603;-0.255;-0.15
13,3|7,12;-0.255;0;0;0;0.012
13,3|7,11;0;0.6;0;0;-0.255
13,3|7,10;-0.15;0;0;0;0
13,3|7,9;0;0.6;0;0;0
13,2|8,9;-0.3762;0;-0.45;-0.15;-0.15
13,2|8,8;-0.45;0;-0.45;0;0
12,2|9,8;-0.45;0;0;0.6;0
12,3|10,8;0;1.038;-0.288;0.6;-0.1314394
12,2|11,8;0;1.038;0.6;0;-0.15
11,2|12,8;-0.747;0.6;0;-0.45;0
12,2|12,7;-0.765;1.46304;0.958182;0.6;-0.15
12,3|12,6;-0.25176;0.6;0;0.762;-0.250986
12,3|12,5;0.246432;0.91914;-0.45;0.6;-0.01638001
12,3|11,5;0;1.332;-0.4896;1.68138;0
12,2|10,5;-0.45;1.314;0;0;-0.2437572
12,3|9,5;-0.15;1.184771;0;0.6;0.5931111
12,3|8,5;0.004352135;2.007867;-0.1667462;1.962133;-0.15
11,3|8,4;0.012;0;0;2.215755;0.2891584
12,3|8,3;0.2221889;1.1946;-0.08117462;2.07284;0.5039585
13,3|9,3;0.2222086;-0.9025804;-0.273542;0.3424199;0.8495837
13,3|10,3;0.001558771;2.085076;0.2821764;-0.05740801;-0.2357753
12,3|11,3;-0.415965;0.9220248;-1.323527;2.655636;-0.415965
12,3|12,3;0;0;0;0;0
0,14|1,17;-0.45;0;0;0;0
0,15|1,16;-0.765;0.6;0;-0.765;0
1,15|1,15;0;0;0;0;0
11,17|7,5;1.02;0;0;0;0
11,18|8,5;0;-0.45;0;0;0
11,17|9,5;0.6;0;0;0;0
11,18|10,5;0.6;-0.288;0;0;0
11,19|11,5;-0.15;0;0.762;0;0
11,19|11,6;0;0;0.6;0;-0.15
10,19|12,6;-0.15;-0.45;0;0;-0.255
10,19|12,7;0;-0.6885828;0;-0.45;-0.15
10,19|12,8;-0.15;-0.45;0.6;0;0
10,19|11,8;-0.15;0;0;0;0
10,19|11,9;0;-0.765;0.6306;0.6;-0.15
11,19|10,9;-0.15;-0.45;-0.288;1.2954;0
11,19|9,9;-0.15;0;0;0.7668601;-0.15
11,19|8,9;-0.15;-0.2598048;0;0;-0.2093322
11,18|8,10;2.291952;-0.288;0;0;0
11,19|8,11;-0.15;-0.288;-0.288;1.182;-0.3134502
11,19|8,12;0.094758;-0.45;-0.9675;0;0
10,19|8,13;0;-0.45;-0.63135;0.6;-0.15
10,18|7,13;1.22574;-0.765;0;0;0.012
10,17|6,13;1.109278;-0.45;-0.5263719;0;-0.255
10,17|5,13;0;-0.45;0;0;-0.15
10,16|5,14;1.54415;0;0;0.985398;0
10,17|5,15;0.6;-0.9855;0.02474065;0.8057401;-0.15
9,18|7,15;0.8754;0;-0.45;0;0
8,18|8,15;0;0;0;-0.45;0
9,18|9,15;0;-0.45;0.6;0;0
8,18|9,16;0;0;0;-0.45;0
9,18|9,17;3.279417;-0.765;1.210131;2.652924;-0.4588228
19,3|3,6;0;0;0;0;-0.15
19,3|4,6;0;1.02;0;0;0
19,2|5,6;-0.765;0;-0.45;0;-0.15
19,2|5,5;-0.45;0.6;0;-0.15;0
19,1|6,5;-0.45;0;0;0;0
19,2|6,4;0;0;0;0;-0.255
19,2|7,4;-0.1908972;0.6;-0.45;0;-0.15
18,2|8,4;0;0;-0.222462;0;-0.15
18,2|8,3;-0.45;1.314;-0.45;1.02;-0.15
18,2|9,3;-0.765;0.6;0;0;0
18,3|10,3;0;1.02;-0.45;0;0
17,3|11,3;0.6;0;-0.288;0;0.1366237
17,4|12,3;0;-0.45;0;0.6;0.09853274
18,4|13,3;1.182;-0.45;0;0;0.3590966
18,5|13,2;1.947255;-0.45;0;0;-0.15
18,6|13,1;1.37964;-0.04372993;-0.3053553;0;0.008415058
18,7|14,1;0.8802601;-0.45;0;1.332;-0.01864201
18,7|15,1;0.8754;-0.63072;-0.0635976;0.6;-0.04926
18,7|15,2;0.6;0;-0.765;0;0
18,8|15,3;0;-0.45;0;1.02;0.18342
19,8|16,3;1.746409;0;0;-0.3285;0
19,8|17,3;1.953929;-1.161526;0;0;-0.255
19,8|17,4;1.182;0;0;0;0.09816781
19,9|17,5;0.6;-0.953982;0;0.012;0.1900641
19,8|18,5;2.15116;-0.45;0;-0.15;0
19,8|18,6;0.6;-0.583578;-0.4410073;-0.1665;-0.132
18,8|18,7;0;-0.765;-0.45;1.230203;-0.3285
19,8|19,7;2.253886;-1.247895;1.622823;-0.255;-0.15
19,7|19,7;0;0;0;0;0
1,11|0,15;0.02370773;0;0;0;-0.15
1,11|0,14;0;1.637571;0;0;-0.15
1,11|0,13;0.4955702;2.147892;1.277602;2.397988;1.278925
1,11|0,12;1.14128;2.391001;-0.9855;3.473825;1.218338
1,11|0,11;-0.37995;2.261563;-1.247895;3.064418;-0.3285
2,11|1,11;-0.415965;1.512255;-0.765;2.457462;-0.15
16,18|3,13;0.6;0;0;0;0
16,19|3,14;-0.093;-0.45;-0.432;0.6;-0.255
17,19|4,14;-0.15;0;0;0;0
17,19|5,14;-0.237;0;0;0.6;-0.15
17,19|5,15;-0.093;-0.432;-0.765;0.6;0
17,19|5,16;-0.237;-0.603;-0.45;1.5894;0
16,19|6,16;-0.15;-0.45;-0.45;0;-0.07615701
15,18|7,17;2.294014;-0.3651678;0;0;0.1254
15,17|8,17;1.48086;0.6;-0.48474;0.7890135;0.16914
14,17|9,17;0.2915941;1.038;-0.45;0.8754;0.1254
14,18|10,17;1.314;-0.43146;0;1.939464;-0.11508
14,19|11,17;-0.3285;-0.45;0;1.283935;0
14,19|12,17;-0.15;-0.9675;0;0;0
14,18|12,18;0.5279197;1.18242;-0.9855;1.213141;0.3447327
13,18|13,18;0;0;0;0;0
14,0|8,2;-0.9855;0;0;1.66386;-0.15
14,0|8,1;0;0;0;1.182;0
15,0|9,1;-0.45;0;0;0;-0.15
15,0|9,0;0.6;0;-0.1746;0.6;0
15,1|10,0;0.6;0;0;0;0
15,2|11,0;0.6;0;0;0;0
15,3|11,1;0;0;0;1.182;-0.132
16,3|12,1;2.586517;-0.43146;-0.432;0.9633963;-0.15
16,4|13,1;1.2954;0;-0.1960531;1.80402;0.9597528
17,4|14,1;0.6;-0.3268717;-0.3310457;0;0.133662
17,5|15,1;1.592904;-0.486198;-0.7101;0;0.422484
17,4|15,2;0;-0.06019558;-0.59814;1.49346;0
16,4|16,2;1.1946;0;0;0;0.2950983
16,4|16,3;2.912737;-0.9855;0.7853035;-0.4388281;-0.3285
16,5|16,4;2.619281;-0.45;0;0.7141752;-0.3285
17,5|17,4;1.314;-0.765;0.4514818;2.098056;-0.15
17,5|17,5;0;0;0;0;0
11,16|12,9;0;-0.45;0;0;-0.15
11,15|11,9;0.762;0.012;0;0.6;-0.093
12,15|10,9;0;0;-0.45;0.6;0
11,15|9,9;0.6;-0.15;-0.45;0.7668601;0
11,16|8,9;0.6;-0.45;0;2.013618;0
12,16|8,10;1.66878;-0.45;-0.288;0.6;-0.15
12,16|8,11;0.6;0;-0.2123298;0;0.16914
12,17|8,12;1.709051;0;-0.2351288;0.762;0
11,17|8,13;0;-0.288;-0.4813381;2.387717;-0.15
12,17|7,13;0.8754;-0.603;0;2.455241;0
13,17|6,13;1.22574;0;-0.2828921;2.222711;0.3693032
14,17|5,13;1.476;-0.45;0;1.71162;0
14,18|5,14;0;-0.02396049;0;0.6;0
14,17|5,15;0;-0.3206502;-0.2106345;2.196426;0
15,17|6,15;1.02;-0.5967;0;0;-0.3285
15,18|7,15;0;-0.45;-0.45;0.6;0
14,18|8,15;0;0;-0.09036;0.6;0
15,18|8,16;0;-0.45;0;1.342542;0
15,17|9,16;0.6;0;-0.13086;0.7890135;0
15,18|10,16;0.6;-0.45;-0.45;0;0
14,18|11,16;0;-0.45;0;0;0
14,17|12,16;0.7668601;0;0;2.260113;0
15,17|13,16;1.991484;-0.198638;0;0.6;-0.15
15,17|14,16;1.164;0;0;0.6186393;0
16,19|15,18;0.3307664;-0.765;-1.247895;0;0.5627379
16,19|15,19;-0.4588228;0.838038;-0.45;2.303903;-0.415965
16,19|16,19;0;0;0;0;0
